seq_id	go_terms
DATABASE|CAMPSQ4023_L-amino-acidoxidase	GO:0001716|GO:0009063|GO:0016491
DATABASE|CAMPSQ4024_NeurotoxinMeuNaTx-2	GO:0005576|GO:0006952|GO:0019871|GO:0090729
DATABASE|CAMPSQ4158_LysozymeC	GO:0003796|GO:0050829|GO:0050830
DATABASE|CAMPSQ4171_Defensin	GO:0006952
DATABASE|CAMPSQ4289_Hepcidin	GO:0005576|GO:0005615|GO:0006879|GO:0034760|GO:0042742
DATABASE|CAMPSQ4304_I-typelysozyme-likeprotein1	GO:0003796
DATABASE|CAMPSQ4305_I-typelysozyme-likeprotein2	GO:0003796
DATABASE|CAMPSQ4306_C-typelysozyme	GO:0003796
DATABASE|CAMPSQ4323_Drosomycin	GO:0006952
DATABASE|CAMPSQ4324_SakacinA	GO:0005576|GO:0042742
DATABASE|CAMPSQ4330_CycloviolacinY5	GO:0006952
DATABASE|CAMPSQ4337_Brevinin-1SPb	GO:0098542
DATABASE|CAMPSQ4342_N-acetylmuramoyl-L-alanineamidasesle1	GO:0008932
DATABASE|CAMPSQ4345_Germin-likeprotein	GO:0030145
DATABASE|CAMPSQ4346_L-amino-acidoxidase	GO:0001716|GO:0009063|GO:0016491
DATABASE|CAMPSQ4392_Hordoindoline-A	GO:0045735
DATABASE|CAMPSQ4393_Hordoindoline-B2	GO:0004867|GO:0045735
DATABASE|CAMPSQ4409_Lysozymeg	GO:0003796|GO:0005576|GO:0009253|GO:0050830
DATABASE|CAMPSQ4485_CathepsinG	GO:0005737|GO:0043231
DATABASE|CAMPSQ4486_BasicendochitinaseA	GO:0004568|GO:0005975|GO:0006032|GO:0008061|GO:0016998|GO:0050832
DATABASE|CAMPSQ4487_BasicendochitinaseB	GO:0004568|GO:0005975|GO:0006032|GO:0008061|GO:0016998|GO:0050832
DATABASE|CAMPSQ4488_BasicendochitinaseC	GO:0004568|GO:0005975|GO:0006032|GO:0016998|GO:0050832
DATABASE|CAMPSQ450_Trachealantimicrobialpeptide	GO:0005576|GO:0006952
DATABASE|CAMPSQ4510_CD-HEL	GO:0004540|GO:0006952|GO:0008061
DATABASE|CAMPSQ4511_Haptoglobinbetachain	GO:0004252|GO:0005615|GO:0010942|GO:0031638|GO:0072562
DATABASE|CAMPSQ4512_Trypsininhibitor	GO:0004867|GO:0009611
DATABASE|CAMPSQ4556_LysozymeC	GO:0003796|GO:0050829|GO:0050830
DATABASE|CAMPSQ4573_LysozymeC	GO:0003796|GO:0050829|GO:0050830
DATABASE|CAMPSQ4583_Midkine-A	GO:0008083
DATABASE|CAMPSQ4584_L-amino-acidoxidase	GO:0001716|GO:0009063|GO:0016491
DATABASE|CAMPSQ4585_AcidicphospholipaseA2BthA-1	GO:0004623|GO:0005509|GO:0005543|GO:0006644|GO:0016042|GO:0042130|GO:0047498
DATABASE|CAMPSQ4586_Pleiotrophin-B	GO:0005576|GO:0008083
DATABASE|CAMPSQ4602_Avianbeta-defensin6	GO:0005615|GO:0031731|GO:0042056|GO:0042742|GO:0060326
DATABASE|CAMPSQ4603_Avianbeta-defensin1	GO:0005615|GO:0031731|GO:0042056|GO:0042742|GO:0060326
DATABASE|CAMPSQ4604_Beta-defensin5	GO:0005615|GO:0031731|GO:0042056|GO:0042742|GO:0060326
DATABASE|CAMPSQ471_Cecropin-Aprecursor	GO:0005576|GO:0005615|GO:0019731|GO:0050829|GO:0050830
DATABASE|CAMPSQ473_Cecropin-B2	GO:0005576|GO:0005615|GO:0019731|GO:0050829|GO:0050830
DATABASE|CAMPSQ474_Cecropin-B1	GO:0005576|GO:0005615|GO:0019731|GO:0050829|GO:0050830
DATABASE|CAMPSQ483_Beta-defensin1	GO:0005576|GO:0005615|GO:0006952|GO:0031731|GO:0042056|GO:0042742|GO:0060326
DATABASE|CAMPSQ4985_Bacteriocinweissellin-A	GO:0005576|GO:0042742
DATABASE|CAMPSQ502_HistoneH2Btype1-K	GO:0000786|GO:0003677|GO:0030527|GO:0046982
DATABASE|CAMPSQ520_Moronecidin	GO:0042742
DATABASE|CAMPSQ55_BactericidinB-5Pprecursor	GO:0005576|GO:0019731
DATABASE|CAMPSQ560_Defensin-A	GO:0006952
DATABASE|CAMPSQ561_Defensin-B	GO:0006952
DATABASE|CAMPSQ5779_Brevinin-2HS2ABrevinin-2HS2B	GO:0005576|GO:0006952
DATABASE|CAMPSQ58_Cecropin-B	GO:0005576|GO:0019731
DATABASE|CAMPSQ592_Beta-defensin38	GO:0002227|GO:0005615|GO:0031731|GO:0050829|GO:0050830
DATABASE|CAMPSQ597_Brevinin-1Eb	GO:0098542
DATABASE|CAMPSQ603_Brevinin-2Ef	GO:0005576|GO:0006952
DATABASE|CAMPSQ604_Brevinin-2Ee	GO:0005576|GO:0006952
DATABASE|CAMPSQ611_Ranalexin	GO:0098542
DATABASE|CAMPSQ612_Ranalexin	GO:0098542
DATABASE|CAMPSQ613_Ranalexin	GO:0098542
DATABASE|CAMPSQ614_Ranalexin	GO:0098542
DATABASE|CAMPSQ615_Ranalexin	GO:0098542
DATABASE|CAMPSQ617_Penaeidin5-2	GO:0005737|GO:0008061|GO:0098542
DATABASE|CAMPSQ624_SUASABF	GO:0098542
DATABASE|CAMPSQ656_Esculentin-2S	GO:0005576|GO:0006952
DATABASE|CAMPSQ663_Metchnikowin-2	GO:0019731|GO:0019732
DATABASE|CAMPSQ676_Betadefensin40	GO:0002227|GO:0005615|GO:0031731|GO:0050829|GO:0050830
DATABASE|CAMPSQ696_Odorranain-H1antimicrobialpeptide	GO:0042742
DATABASE|CAMPSQ697_Odorranain-F1antimicrobialpeptide	GO:0005576|GO:0006952
DATABASE|CAMPSQ701_Nigrosin-OG13antimicrobialpeptide	GO:0042742
DATABASE|CAMPSQ718_Caerin-17	GO:0005576
DATABASE|CAMPSQ719_Caerin-16	GO:0005576
DATABASE|CAMPSQ728_Humanbetadefensin2	GO:0005576|GO:0006952
DATABASE|CAMPSQ7528_BPIfold-containingfamilyAmember2	GO:0001530|GO:0030141|GO:0070062
DATABASE|CAMPSQ7544_Interferon-inducedguanylate-bindingprotein1	GO:0003924
DATABASE|CAMPSQ7553_HistoneH2BtypeF-S	GO:0000786|GO:0003677|GO:0030527|GO:0046982
DATABASE|CAMPSQ7555_Hemoglobinsubunitalpha	GO:0004601|GO:0005344|GO:0005506|GO:0005833|GO:0015671|GO:0019825|GO:0020037|GO:0031720|GO:0031838|GO:0042744|GO:0043177|GO:0072562
DATABASE|CAMPSQ7556_Hemoglobinsubunitbeta	GO:0004601|GO:0005344|GO:0005833|GO:0015671|GO:0019825|GO:0020037|GO:0031720|GO:0031838|GO:0042744|GO:0043177|GO:0072562
DATABASE|CAMPSQ7559_L-lysine6-oxidase	GO:0031640|GO:0033736|GO:1900191
DATABASE|CAMPSQ757_MundticinKS	GO:0030153
DATABASE|CAMPSQ75_Defensin-1precursor	GO:0005576|GO:0006952
DATABASE|CAMPSQ763_Vhl-1	GO:0006952
DATABASE|CAMPSQ764_Circulin-C	GO:0006952
DATABASE|CAMPSQ765_Circulin-D	GO:0006952
DATABASE|CAMPSQ767_Circulin-F	GO:0006952
DATABASE|CAMPSQ796_Caerin111	GO:0005576
DATABASE|CAMPSQ79_Phormicinprecursor	GO:0006952
DATABASE|CAMPSQ801_Listeriocin743A	GO:0005576|GO:0042742
DATABASE|CAMPSQ814_EnterocinSE-K4	GO:0005576|GO:0042742
DATABASE|CAMPSQ843_AntimicrobialpeptideBAMP-1	GO:0005576|GO:0006869|GO:0008035|GO:0008289|GO:0030301|GO:0034366|GO:0042157|GO:0042632|GO:0120020
DATABASE|CAMPSQ847_Defensin-relatedcryptdin-612	GO:0005576|GO:0006952
DATABASE|CAMPSQ849_Defensin-A	GO:0005615|GO:0006952|GO:0006959|GO:0042742
DATABASE|CAMPSQ84_Gastricinhibitorypolypeptide	GO:0005179|GO:0005576|GO:0005615|GO:0009749|GO:0031769|GO:0042304|GO:0042594|GO:0050796
DATABASE|CAMPSQ852_Granulysin	GO:0031640|GO:0042742|GO:0044194|GO:0061844
DATABASE|CAMPSQ856_OncorhyncinIII	GO:0000785|GO:0005634|GO:0031492
DATABASE|CAMPSQ872_Puroindoline-A	GO:0045735
DATABASE|CAMPSQ8738_P61458	GO:0006729|GO:0008124
DATABASE|CAMPSQ8749_PseudinB	GO:0006952
DATABASE|CAMPSQ878_Antimicrobialpeptide4	GO:0006952|GO:0045926
DATABASE|CAMPSQ879_Sarcotoxin-2A	GO:0005576|GO:0042742
DATABASE|CAMPSQ8802_Bnu-TX1	GO:0004623|GO:0005509|GO:0005543|GO:0006644|GO:0016042|GO:0042130|GO:0047498
DATABASE|CAMPSQ881_ABF-2	GO:0098542
DATABASE|CAMPSQ884_Aplysianin-A	GO:0001716|GO:0009063|GO:0016491
DATABASE|CAMPSQ886_Cecropin-A1A2	GO:0005576|GO:0005615|GO:0019731|GO:0050829|GO:0050830
DATABASE|CAMPSQ888_Defensin	GO:0006952
DATABASE|CAMPSQ8894_Q53CecB	GO:0005576|GO:0019731
DATABASE|CAMPSQ8902_EcAMP1	GO:0050832
DATABASE|CAMPSQ8904_EcAMP21	GO:0050832
DATABASE|CAMPSQ8906_EcAMP4	GO:0050832
DATABASE|CAMPSQ891_DefensinC	GO:0005615|GO:0006952|GO:0006959|GO:0042742
DATABASE|CAMPSQ892_Defensin-B	GO:0005615|GO:0006952|GO:0006959|GO:0042742
DATABASE|CAMPSQ8974_Cs02	GO:0009521|GO:0009767|GO:0016020|GO:0016168|GO:0019684
DATABASE|CAMPSQ8977_Gr02	GO:0051011
DATABASE|CAMPSQ900_Holotricin-2	GO:0005576|GO:0042742
DATABASE|CAMPSQ902_NaegleriaporeApore-formingpeptide	GO:0006629
DATABASE|CAMPSQ905_Rhinocerosin	GO:0005576|GO:0042742
DATABASE|CAMPSQ912_Cysteine-richantifungalprotein1	GO:0006952
DATABASE|CAMPSQ913_AntifungalproteinAX1	GO:0006952
DATABASE|CAMPSQ914_DefensinAMP1cysteine-richantimicrobialprotein	GO:0006952
DATABASE|CAMPSQ918_Cysteine-richantifungalprotein2	GO:0006952
DATABASE|CAMPSQ919_AntifungalproteinAX2	GO:0006952
DATABASE|CAMPSQ9281_Brevinin-2HS2	GO:0005576|GO:0006952
DATABASE|CAMPSQ9314_Cremycin-5	GO:0006952
DATABASE|CAMPSQ9316_SBPiscidin1	GO:0042742
DATABASE|CAMPSQ9317_WBPiscidin1	GO:0042742
DATABASE|CAMPSQ932_DefensinJ1-1	GO:0006952
DATABASE|CAMPSQ934_DefensinMGD-1precursor	GO:0006952
DATABASE|CAMPSQ946_Leaf-specificthioninBTH6	GO:0006952
DATABASE|CAMPSQ9473_KalataB7-Y15S	GO:0006952
DATABASE|CAMPSQ9475_MCoTI-I	GO:0004867
DATABASE|CAMPSQ9476_MCoTI-II	GO:0004867
DATABASE|CAMPSQ948_Non-specificlipid-transferproteinCw18precursor	GO:0006869|GO:0008289
DATABASE|CAMPSQ949_Non-specificlipid-transferprotein41	GO:0006869|GO:0008289
DATABASE|CAMPSQ950_Non-specificlipid-transferprotein	GO:0006869|GO:0008289
DATABASE|CAMPSQ951_Non-specificlipid-transferprotein4	GO:0006869|GO:0008289
DATABASE|CAMPSQ952_Non-specificlipid-transferprotein6	GO:0006869|GO:0008289
DATABASE|CAMPSQ953_Non-specificlipid-transferprotein2	GO:0006869|GO:0008289
DATABASE|CAMPSQ954_Non-specificlipid-transferprotein5	GO:0006869|GO:0008289
DATABASE|CAMPSQ955_Non-specificlipid-transferprotein3	GO:0006869|GO:0008289
DATABASE|CAMPSQ961_CarnobacteriocinB2	GO:0005576|GO:0042742
DATABASE|CAMPSQ9658_Ranatuerin-2SN1	GO:0005576|GO:0006952
DATABASE|CAMPSQ970_Mutacin1140	GO:0005576|GO:0042742
DATABASE|CAMPSQ9842_MelP5	GO:0004860|GO:0005576
DATABASE|CAMPSQ9871_Amurin-2a	GO:0098542
DATABASE|CAMPSQ990_AntimicrobialpeptidedesGly1NK-lysin	GO:0006629|GO:0031640|GO:0042742|GO:0044194|GO:0061844
DATABASE|CAMPSQ9981_NPY	GO:0005179|GO:0005184|GO:0005576|GO:0005615|GO:0007218|GO:0007631|GO:0031841
DATABASE|CAMPSQ9982_NeuropeptideY	GO:0005179|GO:0005184|GO:0005576|GO:0005615|GO:0007218|GO:0007631|GO:0031841
DATABASE|CAMPSQ9998_SPX	GO:0005576|GO:0019836
DATABASE|CAMPSQ9999_SPX	GO:0005576|GO:0019836
DATABASE|DBAASPR_10250_Brevinin1_HYba1_Cyclic_AMD	GO:0098542
DATABASE|DBAASPR_10253_Brevinin1_HYba2_Cyclic_AMD	GO:0098542
DATABASE|DBAASPR_10537_Cyclotide_mech-2	GO:0006952
DATABASE|DBAASPR_10538_Cyclotide_mech-1	GO:0006952
DATABASE|DBAASPR_10539_Cyclotide_mech-3	GO:0006952
DATABASE|DBAASPR_10540_Cyclotide_mela-1	GO:0006952
DATABASE|DBAASPR_10541_Cyclotide_mela-2	GO:0006952
DATABASE|DBAASPR_10542_Cyclotide_mela-3	GO:0006952
DATABASE|DBAASPR_10543_Cyclotide_mela-4	GO:0006952
DATABASE|DBAASPR_10544_Cyclotide_mela-6	GO:0006952
DATABASE|DBAASPR_10545_Cyclotide_mela-7	GO:0006952
DATABASE|DBAASPR_10743_Brevinin-2TEa	GO:0005576|GO:0006952
DATABASE|DBAASPR_10744_Brevinin-2TEb	GO:0005576|GO:0006952
DATABASE|DBAASPR_1079_Lantibiotic_Nisin-A	GO:0005576|GO:0042742
DATABASE|DBAASPR_1081_Lantibiotic_Nukacin_ISK-1	GO:0005576|GO:0042742
DATABASE|DBAASPR_1126_Neutrophil_antibiotic_peptide_NP-1	GO:0005576|GO:0006952
DATABASE|DBAASPR_11321_Neurotoxin_MeuNaTx-1,_MTalpha-1	GO:0005576|GO:0006952|GO:0019871|GO:0090729
DATABASE|DBAASPR_11404_Md_Cecropin,_Mdcec	GO:0005576|GO:0005615|GO:0019731|GO:0050829|GO:0050830
DATABASE|DBAASPR_1186_Bacteriocin_Carnobacteriocin_B1	GO:0005576|GO:0042742
DATABASE|DBAASPR_12162_Cycloviolacin_O8	GO:0006952
DATABASE|DBAASPR_12166_Cycloviolacin_O16	GO:0006952
DATABASE|DBAASPR_12435_Brachyin	GO:0005576|GO:0019871
DATABASE|DBAASPR_12616_Defensin_NoD173	GO:0006952
DATABASE|DBAASPR_1319_ASABF,_ASABF-alpha	GO:0098542
DATABASE|DBAASPR_1354_Esculentin-1S_protein	GO:0005576|GO:0006952
DATABASE|DBAASPR_1355_Esculentin-1V_protein	GO:0005576|GO:0006952
DATABASE|DBAASPR_1356_Esculentin-2V_protein	GO:0005576|GO:0006952
DATABASE|DBAASPR_1358_Esculentin-2P	GO:0005576|GO:0006952
DATABASE|DBAASPR_13831_PPF-BBI	GO:0005576|GO:0006952
DATABASE|DBAASPR_13934_Cecropin_A-like_4,_Sarcotoxin-G	GO:0005576|GO:0005615|GO:0019731|GO:0050829|GO:0050830
DATABASE|DBAASPR_14203_Brevinin_1-Ia	GO:0005576|GO:0098542
DATABASE|DBAASPR_14205_Brevinin_2-Ia	GO:0005576|GO:0006952
DATABASE|DBAASPR_14618_Ocellatin-L2	GO:0005576|GO:0019836
DATABASE|DBAASPR_1474_Lantibiotic_Enterocin_W-alpha	GO:0050830
DATABASE|DBAASPR_14990_Nisin-P	GO:0005576|GO:0042742
DATABASE|DBAASPR_1544_Nigrocin-OG2	GO:0042742
DATABASE|DBAASPR_15761_Pituitary_adenylate_cyclase-activating_polypeptide_38,_PACA27	GO:0005179|GO:0005184|GO:0005576|GO:0007189|GO:0007218|GO:0016521|GO:0031175|GO:0032880|GO:0043005|GO:0043204|GO:0051428|GO:0070374
DATABASE|DBAASPR_16366_Lacticin_3147_chain_A1,_LtnA1	GO:0050830
DATABASE|DBAASPR_1773_Leaf_cyclotide,_Vhl-1	GO:0006952
DATABASE|DBAASPR_17744_CMB001	GO:0005576|GO:0042742
DATABASE|DBAASPR_1779_Caerin_1.11	GO:0005576
DATABASE|DBAASPR_18316_Barbel_steed_LEAP-2	GO:0042742|GO:0061844
DATABASE|DBAASPR_18318_Hepcidin-1,_BpHep-1	GO:0005576|GO:0006879
DATABASE|DBAASPR_1893_Brevinin-2CG1	GO:0005576|GO:0006952
DATABASE|DBAASPR_1894_Antimicrobial_peptide_NK-lysin	GO:0006629|GO:0031640|GO:0042742|GO:0044194|GO:0061844
DATABASE|DBAASPR_1896_Palustrin-2ISd	GO:0005576|GO:0006952
DATABASE|DBAASPR_19108_Sublichenin	GO:0005576|GO:0042742
DATABASE|DBAASPR_19109_Entianin	GO:0005576|GO:0042742
DATABASE|DBAASPR_19118_Phormicin_A	GO:0005615|GO:0006952|GO:0006959|GO:0042742
DATABASE|DBAASPR_19120_Phormicin_B	GO:0005615|GO:0006952|GO:0006959|GO:0042742
DATABASE|DBAASPR_19121_Phormicin_D	GO:0005615|GO:0006952|GO:0006959|GO:0042742
DATABASE|DBAASPR_19218_Defensin_BmKDfsin3	GO:0006952
DATABASE|DBAASPR_1925_Defensin-like_protein_1_/_SI_alpha-1	GO:0006952
DATABASE|DBAASPR_1926_Defensin-like_protein_/_2_Rs-AFP2	GO:0006952
DATABASE|DBAASPR_19356_M-poneritoxin-Nc1a	GO:0005576|GO:0098542
DATABASE|DBAASPR_1935_Defensin-like_protein_1_/_Rs-AFP1	GO:0006952
DATABASE|DBAASPR_1950_Defensin-like_protein_2A/Sa-AFP2	GO:0006952
DATABASE|DBAASPR_1951_Defensin-like_protein_13/At-AFP1	GO:0006952
DATABASE|DBAASPR_1965_Defensin-like_protein_4	GO:0006952
DATABASE|DBAASPR_1967_Ligatoxin-B	GO:0006952
DATABASE|DBAASPR_19773_Cu_Hepcidin,_CuHepc	GO:0005576|GO:0006879
DATABASE|DBAASPR_19798_Lantibiotic_Mutacin_1140	GO:0005576|GO:0042742
DATABASE|DBAASPR_2049_Antimicrobial_peptide_des_Gly1_NK-lysin	GO:0006629|GO:0031640|GO:0042742|GO:0044194|GO:0061844
DATABASE|DBAASPR_20512_Gallidermin	GO:0005576|GO:0042742
DATABASE|DBAASPR_20513_Epidermin	GO:0005576|GO:0042742
DATABASE|DBAASPR_20869_Cryptdin_15,_Crp15	GO:0005576|GO:0006952
DATABASE|DBAASPR_20871_Cryptdin_14,_Crp14	GO:0005576|GO:0006952
DATABASE|DBAASPR_20888_Cryptdin_10,_Crp10	GO:0005576|GO:0006952
DATABASE|DBAASPR_21186_Lantibiotic_Nisin-H	GO:0005576|GO:0042742
DATABASE|DBAASPR_21252_Lantibiotic_Ruminococcin_A	GO:0005576|GO:0042742
DATABASE|DBAASPR_21276_Lantibiotic_Nisin-Z	GO:0005576|GO:0042742
DATABASE|DBAASPR_21727_Cecropin-like_peptide_H7	GO:0005576|GO:0019731
DATABASE|DBAASPR_21897_Lantibiotic_Blauticin	GO:0005576|GO:0042742
DATABASE|DBAASPR_21898_Nisin_O	GO:0005576|GO:0042742
DATABASE|DBAASPR_21899_Lantibiotic_Lan-CE02	GO:0005576|GO:0042742
DATABASE|DBAASPR_21900_Lantibiotic_Lan-Df	GO:0005576|GO:0042742
DATABASE|DBAASPR_21901_Lantibiotic_Lan-P49.1	GO:0005576|GO:0042742
DATABASE|DBAASPR_21902_Lantibiotic_Lan-P49.2	GO:0005576|GO:0042742
DATABASE|DBAASPR_22063_Defensin_DvirDEF-1	GO:0005615|GO:0006952|GO:0006959|GO:0042742
DATABASE|DBAASPR_22377_Nigrosin-6VL	GO:0042742
DATABASE|DBAASPR_22613_Lantibiotic_Pseudocin_19	GO:0005576|GO:0042742
DATABASE|DBAASPR_23147_GK37	GO:0005576|GO:0019836
DATABASE|DBAASPR_23783_Lantibiotic_Estercin_A-T	GO:0005576|GO:0042742
DATABASE|DBAASPR_23784_Lantibiotic_Estercin_A-G	GO:0005576|GO:0042742
DATABASE|DBAASPR_2493_Vitri_B	GO:0006952
DATABASE|DBAASPR_2494_Vitri_C	GO:0006952
DATABASE|DBAASPR_2495_Vitri_D	GO:0006952
DATABASE|DBAASPR_2496_Vitri_E,_Cyclotide_C	GO:0006952
DATABASE|DBAASPR_2497_Vitri_F	GO:0006952
DATABASE|DBAASPR_2595_Longicin,_Antimicrobial_peptide	GO:0006952
DATABASE|DBAASPR_2632_Defensin_1,_AlDef-1	GO:0005615|GO:0006952|GO:0006959|GO:0042742
DATABASE|DBAASPR_2734_Pp-AMP2	GO:0006952
DATABASE|DBAASPR_3107_Ranalexin-Vb	GO:0098542
DATABASE|DBAASPR_3199_Survival-promoting_peptide,_Y-P30	GO:0005576|GO:0008233|GO:0031640
DATABASE|DBAASPR_3471_C-C_motif_chemokine_20,_CCL20/MIP-3alpha	GO:0005576|GO:0006955|GO:0008009
DATABASE|DBAASPR_3581_Ranatuerin-2PRe	GO:0005576|GO:0006952
DATABASE|DBAASPR_3674_Brevinin-2-OA4	GO:0005576|GO:0006952
DATABASE|DBAASPR_3694_Esculentin-1-RA8_peptide,_Esculentin-1-OA3	GO:0005576|GO:0006952
DATABASE|DBAASPR_3695_Esculentin-1-OA4	GO:0005576|GO:0006952
DATABASE|DBAASPR_3699_Lividin-10,_Esculentin-1-OR2	GO:0005576|GO:0006952
DATABASE|DBAASPR_3701_Esculentin-1-OR4	GO:0005576|GO:0006952
DATABASE|DBAASPR_3702_Esculentin-1-OR5	GO:0005576|GO:0006952
DATABASE|DBAASPR_3714_Lividin-7c_protein,_Lividin-7a,_Nigrocin-1-OR1	GO:0042742
DATABASE|DBAASPR_3715_Nigrocin-1-OR2	GO:0042742
DATABASE|DBAASPR_3716_Nigrocin-1-OR3	GO:0042742
DATABASE|DBAASPR_4085_Splendipherin	GO:0005576|GO:0006952
DATABASE|DBAASPR_4095_Insulin_A_chain	GO:0005179|GO:0005576
DATABASE|DBAASPR_4120_PvD1,_Defensin_D1	GO:0006952
DATABASE|DBAASPR_4171_Maximin_H55	GO:0005576|GO:0042742
DATABASE|DBAASPR_4190_Peptide_YY	GO:0005179|GO:0005184|GO:0005576|GO:0005615|GO:0007218|GO:0007631|GO:0031841
DATABASE|DBAASPR_4225_Caerin-1.8	GO:0005576
DATABASE|DBAASPR_4232_Palustrin-2CHa	GO:0005576|GO:0006952
DATABASE|DBAASPR_4283_Cyclotide_chassatide_C2	GO:0006952
DATABASE|DBAASPR_4344_C-C_motif_chemokine_28,_CCL28	GO:0005576|GO:0006955|GO:0008009
DATABASE|DBAASPR_4346_C-C_motif_chemokine_28,_mCCL28	GO:0005576|GO:0006955|GO:0008009
DATABASE|DBAASPR_4347_Interleukin-8,_IL-8,_CXCL8	GO:0005576|GO:0006955|GO:0008009
DATABASE|DBAASPR_4351_Lingual_antimicrobial_peptide	GO:0005576|GO:0006952
DATABASE|DBAASPR_4458_Linear_Cyclotide_Panitide_L1	GO:0006952
DATABASE|DBAASPR_4459_Linear_Cyclotide_Panitide_L2	GO:0006952
DATABASE|DBAASPR_4460_Linear_Cyclotide_Panitide_L3	GO:0006952
DATABASE|DBAASPR_4461_Linear_Cyclotide_Panitide_L4	GO:0006952
DATABASE|DBAASPR_4462_Linear_Cyclotide_Panitide_L5	GO:0006952
DATABASE|DBAASPR_4463_Linear_Cyclotide_Panitide_L6	GO:0006952
DATABASE|DBAASPR_4464_Linear_Cyclotide_Panitide_L7	GO:0006952
DATABASE|DBAASPR_4465_Linear_Cyclotide_Panitide_L8	GO:0006952
DATABASE|DBAASPR_4486_Cyclotide_protein_Mra19,_Mram_8	GO:0006952
DATABASE|DBAASPR_4491_Viphi_G	GO:0006952
DATABASE|DBAASPR_4697_Hedyotide_B2	GO:0006952
DATABASE|DBAASPR_4743_Papiliocin,_Cecropin	GO:0005576|GO:0019731
DATABASE|DBAASPR_4889_Alpha-defensin_4,_Cryptdin-4	GO:0005576|GO:0006952
DATABASE|DBAASPR_5131_Kalata_Polypeptides_K1	GO:0006952
DATABASE|DBAASPR_5132_Kalata_Polypeptides_K2	GO:0006952
DATABASE|DBAASPR_5133_Kalata_Polypeptides_K3	GO:0006952
DATABASE|DBAASPR_5144_Ee-CBP_(Leaves)	GO:0008061
DATABASE|DBAASPR_5188_Defensin_2-2a4,_Navidefensin_2-2	GO:0006952
DATABASE|DBAASPR_5235_Kalata_B5	GO:0006952
DATABASE|DBAASPR_5237_Kalata_B6	GO:0006952
DATABASE|DBAASPR_5337_C-C_motif_chemokine_27,_CCL27	GO:0005576|GO:0006955|GO:0008009
DATABASE|DBAASPR_5455_Melittin-S	GO:0004860|GO:0005576
DATABASE|DBAASPR_5517_Pn-AMP1	GO:0008061
DATABASE|DBAASPR_5518_Pn-AMP2	GO:0008061
DATABASE|DBAASPR_5559_Gaegurin-4	GO:0005576|GO:0006952
DATABASE|DBAASPR_576_Histone_H2A	GO:0000786|GO:0003677|GO:0030527|GO:0046982
DATABASE|DBAASPR_5885_FPA-Bombinin-BO	GO:0005576|GO:0042742
DATABASE|DBAASPR_6007_Brevinin-1TOa	GO:0004860|GO:0005576
DATABASE|DBAASPR_626_Gaegurin-5	GO:0098542
DATABASE|DBAASPR_6320_ASABF-related_peptide	GO:0098542
DATABASE|DBAASPR_6614_Penaeidin-3a	GO:0005737|GO:0008061|GO:0098542
DATABASE|DBAASPR_6691_Hydramacin-1	GO:0006952
DATABASE|DBAASPR_7008_Ranatuerin-2OK	GO:0005576|GO:0006952
DATABASE|DBAASPR_7035_Penaeidin_3-4,_Penaeidin-3k	GO:0005737|GO:0008061|GO:0098542
DATABASE|DBAASPR_7212_Brevinin-Eu	GO:0098542
DATABASE|DBAASPR_7871_Royalisin,_Defensin-1	GO:0006952
DATABASE|DBAASPR_8065_Brevinin-2CE	GO:0005576|GO:0006952
DATABASE|DBAASPR_8104_Aedes_Defensin-C_isoform_A	GO:0005615|GO:0006952|GO:0006959|GO:0042742
DATABASE|DBAASPR_8275_Tu-AMP2_beta_chain	GO:0006952
DATABASE|DBAASPR_8285_Ornithodoros_savignyi_Defensin_2,_OsDef2	GO:0006952
DATABASE|DBAASPR_8528_Aurein-2.4	GO:0006952
DATABASE|DBAASPR_9050_Cliotide_T13	GO:0006952
DATABASE|DBAASPR_9051_Cliotide_T14	GO:0006952
DATABASE|DBAASPR_9054_Cliotide_T19	GO:0006952
DATABASE|DBAASPR_9056_Cliotide_T21	GO:0006952
DATABASE|DBAASPR_9598_Thusin_A1,_ThsA1	GO:0050830
DATABASE|DBAASPR_9726_Gamma-2_Purothionin/K47C	GO:0006952
DATABASE|DBAASPR_993_Antifungal_peptide_1,_EAFP1	GO:0008061
DATABASE|DBAASPR_994_Antifungal_peptide_2,_EAFP2	GO:0008061
DATABASE|Training_Seq10	GO:0005576|GO:0006952
DATABASE|Training_Seq1000	GO:0000786|GO:0003677|GO:0030527|GO:0046982
DATABASE|Training_Seq1001	GO:0031640|GO:0042742|GO:0044194|GO:0061844
DATABASE|Training_Seq1002	GO:0004623|GO:0005509|GO:0005543|GO:0006644|GO:0016042|GO:0042130|GO:0047498
DATABASE|Training_Seq1003	GO:0004623|GO:0005509|GO:0005543|GO:0006644|GO:0016042|GO:0042130|GO:0047498
DATABASE|Training_Seq1006	GO:0000786|GO:0003677|GO:0030527|GO:0046982
DATABASE|Training_Seq1007	GO:0000786|GO:0003677|GO:0030527|GO:0046982
DATABASE|Training_Seq1009	GO:0000786|GO:0003677|GO:0030527|GO:0046982
DATABASE|Training_Seq1010	GO:0000786|GO:0003677|GO:0030527|GO:0046982
DATABASE|Training_Seq1011	GO:0000786|GO:0003677|GO:0030527|GO:0046982
DATABASE|Training_Seq1012	GO:0004540|GO:0006952
DATABASE|Training_Seq1013	GO:0004540|GO:0006952
DATABASE|Training_Seq1014	GO:0008083
