rep	cluster_size	sources_rep	sources_members	members	has_DATABASE	has_PRED
PRED|WP_003100049.1	3	PRED	PRED	PRED|WP_003100049.1;PRED|WP_003100051.1;PRED|WP_000772605.1	False	True
PRED|WP_003101509.1	2	PRED	PRED	PRED|WP_003101509.1;PRED|WP_000784879.1	False	True
PRED|WP_003102501.1	1	PRED	PRED	PRED|WP_003102501.1	False	True
PRED|WP_003102660.1	1	PRED	PRED	PRED|WP_003102660.1	False	True
PRED|WP_003103841.1	1	PRED	PRED	PRED|WP_003103841.1	False	True
PRED|WP_003104007.1	1	PRED	PRED	PRED|WP_003104007.1	False	True
PRED|WP_003104324.1	1	PRED	PRED	PRED|WP_003104324.1	False	True
PRED|WP_003109182.1	1	PRED	PRED	PRED|WP_003109182.1	False	True
PRED|WP_003109368.1	1	PRED	PRED	PRED|WP_003109368.1	False	True
PRED|WP_003112066.1	1	PRED	PRED	PRED|WP_003112066.1	False	True
PRED|WP_003113727.1	1	PRED	PRED	PRED|WP_003113727.1	False	True
PRED|WP_003114473.1	1	PRED	PRED	PRED|WP_003114473.1	False	True
PRED|WP_003117736.1	1	PRED	PRED	PRED|WP_003117736.1	False	True
PRED|WP_003118919.1	1	PRED	PRED	PRED|WP_003118919.1	False	True
PRED|WP_003119069.1	2	PRED	PRED	PRED|WP_003119069.1;PRED|WP_031629662.1	False	True
PRED|WP_003143770.1	1	PRED	PRED	PRED|WP_003143770.1	False	True
PRED|WP_003153142.1	1	PRED	PRED	PRED|WP_003153142.1	False	True
PRED|WP_003159486.1	1	PRED	PRED	PRED|WP_003159486.1	False	True
PRED|WP_003161789.1	1	PRED	PRED	PRED|WP_003161789.1	False	True
PRED|WP_003221545.1	1	PRED	PRED	PRED|WP_003221545.1	False	True
PRED|WP_003222590.1	1	PRED	PRED	PRED|WP_003222590.1	False	True
PRED|WP_003225207.1	1	PRED	PRED	PRED|WP_003225207.1	False	True
PRED|WP_003226489.1	1	PRED	PRED	PRED|WP_003226489.1	False	True
PRED|WP_003226909.1	1	PRED	PRED	PRED|WP_003226909.1	False	True
PRED|WP_003226961.1	1	PRED	PRED	PRED|WP_003226961.1	False	True
PRED|WP_003227241.1	1	PRED	PRED	PRED|WP_003227241.1	False	True
PRED|WP_003227293.1	1	PRED	PRED	PRED|WP_003227293.1	False	True
PRED|WP_003227330.1	2	PRED	PRED	PRED|WP_003227330.1;PRED|WP_003726190.1	False	True
PRED|WP_003227632.1	1	PRED	PRED	PRED|WP_003227632.1	False	True
PRED|WP_003227706.1	1	PRED	PRED	PRED|WP_003227706.1	False	True
PRED|WP_003227896.1	1	PRED	PRED	PRED|WP_003227896.1	False	True
PRED|WP_003228404.1	4	PRED	PRED	PRED|WP_003228404.1;PRED|WP_052781939.1;PRED|WP_003899012.1;PRED|WP_003852393.1	False	True
PRED|WP_003228581.1	1	PRED	PRED	PRED|WP_003228581.1	False	True
PRED|WP_003229081.1	1	PRED	PRED	PRED|WP_003229081.1	False	True
PRED|WP_003229119.1	1	PRED	PRED	PRED|WP_003229119.1	False	True
PRED|WP_003229671.1	1	PRED	PRED	PRED|WP_003229671.1	False	True
PRED|WP_003229900.1	2	PRED	PRED	PRED|WP_003229900.1;PRED|WP_003245467.1	False	True
PRED|WP_003229902.1	1	PRED	PRED	PRED|WP_003229902.1	False	True
PRED|WP_003229983.1	1	PRED	PRED	PRED|WP_003229983.1	False	True
PRED|WP_003229985.1	1	PRED	PRED	PRED|WP_003229985.1	False	True
PRED|WP_003230126.1	1	PRED	PRED	PRED|WP_003230126.1	False	True
PRED|WP_003230690.1	1	PRED	PRED	PRED|WP_003230690.1	False	True
PRED|WP_003230707.1	1	PRED	PRED	PRED|WP_003230707.1	False	True
PRED|WP_003232317.1	8	PRED	PRED	PRED|WP_003232317.1;PRED|WP_009968115.1;PRED|WP_003234495.1;PRED|WP_015482794.1;PRED|WP_015251877.1;PRED|WP_015252337.1;PRED|WP_003155248.1;PRED|WP_003327753.1	False	True
PRED|WP_003233086.1	1	PRED	PRED	PRED|WP_003233086.1	False	True
PRED|WP_003233931.1	1	PRED	PRED	PRED|WP_003233931.1	False	True
PRED|WP_003234879.1	1	PRED	PRED	PRED|WP_003234879.1	False	True
PRED|WP_003234887.1	1	PRED	PRED	PRED|WP_003234887.1	False	True
PRED|WP_003238865.1	1	PRED	PRED	PRED|WP_003238865.1	False	True
PRED|WP_003240078.1	1	PRED	PRED	PRED|WP_003240078.1	False	True
PRED|WP_003240817.1	1	PRED	PRED	PRED|WP_003240817.1	False	True
PRED|WP_003243327.1	1	PRED	PRED	PRED|WP_003243327.1	False	True
PRED|WP_003243502.1	1	PRED	PRED	PRED|WP_003243502.1	False	True
PRED|WP_003243648.1	1	PRED	PRED	PRED|WP_003243648.1	False	True
PRED|WP_003244944.1	1	PRED	PRED	PRED|WP_003244944.1	False	True
PRED|WP_003245136.1	1	PRED	PRED	PRED|WP_003245136.1	False	True
PRED|WP_003245236.1	1	PRED	PRED	PRED|WP_003245236.1	False	True
PRED|WP_003245487.1	1	PRED	PRED	PRED|WP_003245487.1	False	True
PRED|WP_003245500.1	1	PRED	PRED	PRED|WP_003245500.1	False	True
PRED|WP_003246334.1	1	PRED	PRED	PRED|WP_003246334.1	False	True
PRED|WP_003246519.1	6	PRED	PRED	PRED|WP_003246519.1;PRED|WP_009968363.1;PRED|WP_000466743.1;PRED|WP_000901566.1;PRED|WP_002984469.1;PRED|WP_001808603.1	False	True
PRED|WP_003399775.1	1	PRED	PRED	PRED|WP_003399775.1	False	True
PRED|WP_003399803.1	1	PRED	PRED	PRED|WP_003399803.1	False	True
PRED|WP_003401289.1	1	PRED	PRED	PRED|WP_003401289.1	False	True
PRED|WP_003402129.1	1	PRED	PRED	PRED|WP_003402129.1	False	True
PRED|WP_003402715.1	1	PRED	PRED	PRED|WP_003402715.1	False	True
PRED|WP_003402851.1	1	PRED	PRED	PRED|WP_003402851.1	False	True
PRED|WP_003403376.1	1	PRED	PRED	PRED|WP_003403376.1	False	True
PRED|WP_003403683.1	7	PRED	PRED	PRED|WP_003403683.1;PRED|WP_001140434.1;PRED|WP_001140433.1;PRED|WP_001140433.1;PRED|WP_001140434.1;PRED|WP_000057241.1;PRED|WP_002986624.1	False	True
PRED|WP_003403974.1	1	PRED	PRED	PRED|WP_003403974.1	False	True
PRED|WP_003404687.1	1	PRED	PRED	PRED|WP_003404687.1	False	True
PRED|WP_003405316.1	1	PRED	PRED	PRED|WP_003405316.1	False	True
PRED|WP_003405749.1	1	PRED	PRED	PRED|WP_003405749.1	False	True
PRED|WP_003405770.1	1	PRED	PRED	PRED|WP_003405770.1	False	True
PRED|WP_003406169.1	1	PRED	PRED	PRED|WP_003406169.1	False	True
PRED|WP_003406629.1	1	PRED	PRED	PRED|WP_003406629.1	False	True
PRED|WP_003408267.1	1	PRED	PRED	PRED|WP_003408267.1	False	True
PRED|WP_003408420.1	1	PRED	PRED	PRED|WP_003408420.1	False	True
PRED|WP_003408509.1	1	PRED	PRED	PRED|WP_003408509.1	False	True
PRED|WP_003410768.1	3	PRED	PRED	PRED|WP_003410768.1;PRED|WP_048056730.1;PRED|WP_012215156.1	False	True
PRED|WP_003412671.1	1	PRED	PRED	PRED|WP_003412671.1	False	True
PRED|WP_003414184.1	1	PRED	PRED	PRED|WP_003414184.1	False	True
PRED|WP_003414994.1	1	PRED	PRED	PRED|WP_003414994.1	False	True
PRED|WP_003416452.1	1	PRED	PRED	PRED|WP_003416452.1	False	True
PRED|WP_003417257.1	1	PRED	PRED	PRED|WP_003417257.1	False	True
PRED|WP_003417897.1	1	PRED	PRED	PRED|WP_003417897.1	False	True
PRED|WP_003419503.1	1	PRED	PRED	PRED|WP_003419503.1	False	True
PRED|WP_003419654.1	1	PRED	PRED	PRED|WP_003419654.1	False	True
PRED|WP_003419736.1	2	PRED	PRED	PRED|WP_003419736.1;PRED|WP_003850415.1	False	True
PRED|WP_003420469.1	1	PRED	PRED	PRED|WP_003420469.1	False	True
PRED|WP_003420471.1	1	PRED	PRED	PRED|WP_003420471.1	False	True
PRED|WP_003420681.1	1	PRED	PRED	PRED|WP_003420681.1	False	True
PRED|WP_003420934.1	1	PRED	PRED	PRED|WP_003420934.1	False	True
PRED|WP_003424195.1	1	PRED	PRED	PRED|WP_003424195.1	False	True
PRED|WP_003424459.1	1	PRED	PRED	PRED|WP_003424459.1	False	True
PRED|WP_003424559.1	1	PRED	PRED	PRED|WP_003424559.1	False	True
PRED|WP_003425410.1	1	PRED	PRED	PRED|WP_003425410.1	False	True
PRED|WP_003425867.1	1	PRED	PRED	PRED|WP_003425867.1	False	True
PRED|WP_003426199.1	1	PRED	PRED	PRED|WP_003426199.1	False	True
PRED|WP_003426228.1	1	PRED	PRED	PRED|WP_003426228.1	False	True
PRED|WP_003426266.1	1	PRED	PRED	PRED|WP_003426266.1	False	True
PRED|WP_003426367.1	1	PRED	PRED	PRED|WP_003426367.1	False	True
PRED|WP_003426418.1	1	PRED	PRED	PRED|WP_003426418.1	False	True
PRED|WP_003426465.1	1	PRED	PRED	PRED|WP_003426465.1	False	True
PRED|WP_003427222.1	1	PRED	PRED	PRED|WP_003427222.1	False	True
PRED|WP_003427390.1	2	PRED	PRED	PRED|WP_003427390.1;PRED|WP_003427392.1	False	True
PRED|WP_003427417.1	2	PRED	PRED	PRED|WP_003427417.1;PRED|WP_196783929.1	False	True
PRED|WP_003427864.1	1	PRED	PRED	PRED|WP_003427864.1	False	True
PRED|WP_003427910.1	2	PRED	PRED	PRED|WP_003427910.1;PRED|WP_003426457.1	False	True
PRED|WP_003428020.1	1	PRED	PRED	PRED|WP_003428020.1	False	True
PRED|WP_003428248.1	1	PRED	PRED	PRED|WP_003428248.1	False	True
PRED|WP_003428556.1	3	PRED	PRED	PRED|WP_003428556.1;PRED|WP_003418667.1;PRED|WP_009888870.1	False	True
PRED|WP_003428886.1	1	PRED	PRED	PRED|WP_003428886.1	False	True
PRED|WP_003428889.1	1	PRED	PRED	PRED|WP_003428889.1	False	True
PRED|WP_003429002.1	1	PRED	PRED	PRED|WP_003429002.1	False	True
PRED|WP_003429148.1	1	PRED	PRED	PRED|WP_003429148.1	False	True
PRED|WP_003429392.1	1	PRED	PRED	PRED|WP_003429392.1	False	True
PRED|WP_003429517.1	2	PRED	PRED	PRED|WP_003429517.1;PRED|WP_003432302.1	False	True
PRED|WP_003430121.1	1	PRED	PRED	PRED|WP_003430121.1	False	True
PRED|WP_003430158.1	2	PRED	PRED	PRED|WP_003430158.1;PRED|WP_000221179.1	False	True
PRED|WP_003430206.1	1	PRED	PRED	PRED|WP_003430206.1	False	True
PRED|WP_003430470.1	1	PRED	PRED	PRED|WP_003430470.1	False	True
PRED|WP_003430580.1	1	PRED	PRED	PRED|WP_003430580.1	False	True
PRED|WP_003430857.1	1	PRED	PRED	PRED|WP_003430857.1	False	True
PRED|WP_003430948.1	1	PRED	PRED	PRED|WP_003430948.1	False	True
PRED|WP_003431103.1	1	PRED	PRED	PRED|WP_003431103.1	False	True
PRED|WP_003433020.1	2	PRED	PRED	PRED|WP_003433020.1;PRED|WP_070116921.1	False	True
PRED|WP_003721714.1	1	PRED	PRED	PRED|WP_003721714.1	False	True
PRED|WP_003722350.1	1	PRED	PRED	PRED|WP_003722350.1	False	True
PRED|WP_003722501.1	1	PRED	PRED	PRED|WP_003722501.1	False	True
PRED|WP_003722759.1	1	PRED	PRED	PRED|WP_003722759.1	False	True
PRED|WP_003723615.1	1	PRED	PRED	PRED|WP_003723615.1	False	True
PRED|WP_003724102.1	1	PRED	PRED	PRED|WP_003724102.1	False	True
PRED|WP_003724273.1	1	PRED	PRED	PRED|WP_003724273.1	False	True
PRED|WP_003724379.1	1	PRED	PRED	PRED|WP_003724379.1	False	True
PRED|WP_003724458.1	1	PRED	PRED	PRED|WP_003724458.1	False	True
PRED|WP_003724531.1	2	PRED	PRED	PRED|WP_003724531.1;PRED|WP_000111118.1	False	True
PRED|WP_003724571.1	1	PRED	PRED	PRED|WP_003724571.1	False	True
PRED|WP_003724799.1	1	PRED	PRED	PRED|WP_003724799.1	False	True
PRED|WP_003724901.1	1	PRED	PRED	PRED|WP_003724901.1	False	True
PRED|WP_003725163.1	2	PRED	PRED	PRED|WP_003725163.1;PRED|WP_301178907.1	False	True
PRED|WP_003725223.1	1	PRED	PRED	PRED|WP_003725223.1	False	True
PRED|WP_003725605.1	1	PRED	PRED	PRED|WP_003725605.1	False	True
PRED|WP_003725834.1	1	PRED	PRED	PRED|WP_003725834.1	False	True
PRED|WP_003726053.1	1	PRED	PRED	PRED|WP_003726053.1	False	True
PRED|WP_003726152.1	1	PRED	PRED	PRED|WP_003726152.1	False	True
PRED|WP_003726261.1	1	PRED	PRED	PRED|WP_003726261.1	False	True
PRED|WP_003726348.1	1	PRED	PRED	PRED|WP_003726348.1	False	True
PRED|WP_003727487.1	1	PRED	PRED	PRED|WP_003727487.1	False	True
PRED|WP_003727979.1	1	PRED	PRED	PRED|WP_003727979.1	False	True
PRED|WP_003731607.1	1	PRED	PRED	PRED|WP_003731607.1	False	True
PRED|WP_003732258.1	2	PRED	PRED	PRED|WP_003732258.1;PRED|WP_000472256.1	False	True
PRED|WP_003734189.1	1	PRED	PRED	PRED|WP_003734189.1	False	True
PRED|WP_003740411.1	1	PRED	PRED	PRED|WP_003740411.1	False	True
PRED|WP_003850446.1	1	PRED	PRED	PRED|WP_003850446.1	False	True
PRED|WP_003850747.1	1	PRED	PRED	PRED|WP_003850747.1	False	True
PRED|WP_003852103.1	1	PRED	PRED	PRED|WP_003852103.1	False	True
PRED|WP_003852114.1	1	PRED	PRED	PRED|WP_003852114.1	False	True
PRED|WP_003852302.1	1	PRED	PRED	PRED|WP_003852302.1	False	True
PRED|WP_003852870.1	1	PRED	PRED	PRED|WP_003852870.1	False	True
PRED|WP_003898712.1	1	PRED	PRED	PRED|WP_003898712.1	False	True
PRED|WP_003899024.1	1	PRED	PRED	PRED|WP_003899024.1	False	True
PRED|WP_003899264.1	1	PRED	PRED	PRED|WP_003899264.1	False	True
PRED|WP_003899302.1	1	PRED	PRED	PRED|WP_003899302.1	False	True
PRED|WP_003899346.1	1	PRED	PRED	PRED|WP_003899346.1	False	True
PRED|WP_003899558.1	1	PRED	PRED	PRED|WP_003899558.1	False	True
PRED|WP_003899674.1	2	PRED	PRED	PRED|WP_003899674.1;PRED|WP_223695525.1	False	True
PRED|WP_003905774.1	1	PRED	PRED	PRED|WP_003905774.1	False	True
PRED|WP_003907179.1	1	PRED	PRED	PRED|WP_003907179.1	False	True
PRED|WP_003907536.1	1	PRED	PRED	PRED|WP_003907536.1	False	True
PRED|WP_003909645.1	1	PRED	PRED	PRED|WP_003909645.1	False	True
PRED|WP_003912718.1	1	PRED	PRED	PRED|WP_003912718.1	False	True
PRED|WP_003913085.1	1	PRED	PRED	PRED|WP_003913085.1	False	True
PRED|WP_003916821.1	1	PRED	PRED	PRED|WP_003916821.1	False	True
PRED|WP_003918231.1	1	PRED	PRED	PRED|WP_003918231.1	False	True
PRED|WP_004041141.1	1	PRED	PRED	PRED|WP_004041141.1	False	True
PRED|WP_004041242.1	1	PRED	PRED	PRED|WP_004041242.1	False	True
PRED|WP_004041564.1	1	PRED	PRED	PRED|WP_004041564.1	False	True
PRED|WP_004041755.1	1	PRED	PRED	PRED|WP_004041755.1	False	True
PRED|WP_004041771.1	1	PRED	PRED	PRED|WP_004041771.1	False	True
PRED|WP_004042215.1	2	PRED	PRED	PRED|WP_004042215.1;PRED|WP_205250954.1	False	True
PRED|WP_004042355.1	1	PRED	PRED	PRED|WP_004042355.1	False	True
PRED|WP_004043247.1	1	PRED	PRED	PRED|WP_004043247.1	False	True
PRED|WP_004043756.1	1	PRED	PRED	PRED|WP_004043756.1	False	True
PRED|WP_004044470.1	1	PRED	PRED	PRED|WP_004044470.1	False	True
PRED|WP_004061251.1	2	PRED	PRED	PRED|WP_004061251.1;PRED|WP_205250796.1	False	True
PRED|WP_004061338.1	1	PRED	PRED	PRED|WP_004061338.1	False	True
PRED|WP_004061374.1	1	PRED	PRED	PRED|WP_004061374.1	False	True
PRED|WP_004062975.1	1	PRED	PRED	PRED|WP_004062975.1	False	True
PRED|WP_004064201.1	1	PRED	PRED	PRED|WP_004064201.1	False	True
PRED|WP_004065342.1	2	PRED	PRED	PRED|WP_004065342.1;PRED|WP_049922134.1	False	True
PRED|WP_004065630.1	1	PRED	PRED	PRED|WP_004065630.1	False	True
PRED|WP_004140488.1	1	PRED	PRED	PRED|WP_004140488.1	False	True
PRED|WP_004140489.1	1	PRED	PRED	PRED|WP_004140489.1	False	True
PRED|WP_004140530.1	1	PRED	PRED	PRED|WP_004140530.1	False	True
PRED|WP_004140556.1	1	PRED	PRED	PRED|WP_004140556.1	False	True
PRED|WP_004140642.1	1	PRED	PRED	PRED|WP_004140642.1	False	True
PRED|WP_004142688.1	1	PRED	PRED	PRED|WP_004142688.1	False	True
PRED|WP_004143611.1	1	PRED	PRED	PRED|WP_004143611.1	False	True
PRED|WP_004143717.1	1	PRED	PRED	PRED|WP_004143717.1	False	True
PRED|WP_004143718.1	7	PRED	PRED	PRED|WP_004143718.1;PRED|WP_004150795.1;PRED|WP_000807657.1;PRED|WP_001273663.1;PRED|WP_001273658.1;PRED|WP_002898708.1;PRED|WP_001273654.1	False	True
PRED|WP_004143727.1	1	PRED	PRED	PRED|WP_004143727.1	False	True
PRED|WP_004143781.1	3	PRED	PRED	PRED|WP_004143781.1;PRED|WP_000494244.1;PRED|WP_001537894.1	False	True
PRED|WP_004144596.1	1	PRED	PRED	PRED|WP_004144596.1	False	True
PRED|WP_004145059.1	4	PRED	PRED	PRED|WP_004145059.1;PRED|WP_000060506.1;PRED|WP_000117642.1;PRED|WP_000060506.1	False	True
PRED|WP_004146677.1	1	PRED	PRED	PRED|WP_004146677.1	False	True
PRED|WP_004148146.1	1	PRED	PRED	PRED|WP_004148146.1	False	True
PRED|WP_004150073.1	1	PRED	PRED	PRED|WP_004150073.1	False	True
PRED|WP_004150462.1	1	PRED	PRED	PRED|WP_004150462.1	False	True
PRED|WP_004150782.1	5	PRED	PRED	PRED|WP_004150782.1;PRED|WP_001219350.1;PRED|WP_001589065.1;PRED|WP_032155854.1;PRED|WP_136085610.1	False	True
PRED|WP_004152552.1	2	PRED	PRED	PRED|WP_004152552.1;PRED|WP_001405930.1	False	True
PRED|WP_004154563.1	1	PRED	PRED	PRED|WP_004154563.1	False	True
PRED|WP_004163532.1	1	PRED	PRED	PRED|WP_004163532.1	False	True
PRED|WP_004174494.1	1	PRED	PRED	PRED|WP_004174494.1	False	True
PRED|WP_004180143.1	1	PRED	PRED	PRED|WP_004180143.1	False	True
PRED|WP_004180546.1	2	PRED	PRED	PRED|WP_004180546.1;PRED|WP_004144151.1	False	True
PRED|WP_004181824.1	1	PRED	PRED	PRED|WP_004181824.1	False	True
PRED|WP_004184140.1	1	PRED	PRED	PRED|WP_004184140.1	False	True
PRED|WP_004186935.1	1	PRED	PRED	PRED|WP_004186935.1	False	True
PRED|WP_004187336.1	1	PRED	PRED	PRED|WP_004187336.1	False	True
PRED|WP_004187377.1	1	PRED	PRED	PRED|WP_004187377.1	False	True
PRED|WP_004187411.1	1	PRED	PRED	PRED|WP_004187411.1	False	True
PRED|WP_004187479.1	1	PRED	PRED	PRED|WP_004187479.1	False	True
PRED|WP_004189722.1	3	PRED	PRED	PRED|WP_004189722.1;PRED|WP_000840481.1;PRED|WP_001538148.1	False	True
PRED|WP_004195995.1	1	PRED	PRED	PRED|WP_004195995.1	False	True
PRED|WP_004212816.1	1	PRED	PRED	PRED|WP_004212816.1	False	True
PRED|WP_004212825.1	1	PRED	PRED	PRED|WP_004212825.1	False	True
PRED|WP_004212965.1	1	PRED	PRED	PRED|WP_004212965.1	False	True
PRED|WP_004217133.1	1	PRED	PRED	PRED|WP_004217133.1	False	True
PRED|WP_004217169.1	1	PRED	PRED	PRED|WP_004217169.1	False	True
PRED|WP_004217210.1	1	PRED	PRED	PRED|WP_004217210.1	False	True
PRED|WP_004218186.1	1	PRED	PRED	PRED|WP_004218186.1	False	True
PRED|WP_004219133.1	1	PRED	PRED	PRED|WP_004219133.1	False	True
PRED|WP_004219434.1	1	PRED	PRED	PRED|WP_004219434.1	False	True
PRED|WP_004222578.1	1	PRED	PRED	PRED|WP_004222578.1	False	True
PRED|WP_004224058.1	1	PRED	PRED	PRED|WP_004224058.1	False	True
PRED|WP_004224524.1	1	PRED	PRED	PRED|WP_004224524.1	False	True
PRED|WP_004226113.1	1	PRED	PRED	PRED|WP_004226113.1	False	True
PRED|WP_004244013.1	1	PRED	PRED	PRED|WP_004244013.1	False	True
PRED|WP_004308130.1	1	PRED	PRED	PRED|WP_004308130.1	False	True
PRED|WP_004311262.1	1	PRED	PRED	PRED|WP_004311262.1	False	True
PRED|WP_004398695.1	2	PRED	PRED	PRED|WP_004398695.1;PRED|WP_000880863.1	False	True
PRED|WP_004399102.1	1	PRED	PRED	PRED|WP_004399102.1	False	True
PRED|WP_004399143.1	1	PRED	PRED	PRED|WP_004399143.1	False	True
PRED|WP_004399150.1	1	PRED	PRED	PRED|WP_004399150.1	False	True
PRED|WP_004399440.1	1	PRED	PRED	PRED|WP_004399440.1	False	True
PRED|WP_004567434.1	8	PRED	PRED	PRED|WP_004567434.1;PRED|WP_000511323.1;PRED|WP_000511317.1;PRED|WP_000511313.1;PRED|WP_000512149.1;PRED|WP_002909014.1;PRED|WP_000512153.1;PRED|WP_005791529.1	False	True
PRED|WP_004690111.1	1	PRED	PRED	PRED|WP_004690111.1	False	True
PRED|WP_004899375.1	1	PRED	PRED	PRED|WP_004899375.1	False	True
PRED|WP_005051615.1	5	PRED	PRED	PRED|WP_005051615.1;PRED|WP_000750398.1;PRED|WP_000750393.1;PRED|WP_002915549.1;PRED|WP_000732362.1	False	True
PRED|WP_005052206.1	4	PRED	PRED	PRED|WP_005052206.1;PRED|WP_023291350.1;PRED|WP_001156179.1;PRED|WP_001315904.1	False	True
PRED|WP_005085125.1	3	PRED	PRED	PRED|WP_005085125.1;PRED|WP_001300818.1;PRED|WP_004888435.1	False	True
PRED|WP_005094211.1	3	PRED	PRED	PRED|WP_005094211.1;PRED|WP_002888808.1;PRED|WP_001295568.1	False	True
PRED|WP_005106057.1	1	PRED	PRED	PRED|WP_005106057.1	False	True
PRED|WP_005338102.1	1	PRED	PRED	PRED|WP_005338102.1	False	True
PRED|WP_005407492.1	1	PRED	PRED	PRED|WP_005407492.1	False	True
PRED|WP_005407518.1	4	PRED	PRED	PRED|WP_005407518.1;PRED|XP_002317460.1;PRED|XP_025980722.1;PRED|XP_039684059.1	False	True
PRED|WP_005407603.1	2	PRED	PRED	PRED|WP_005407603.1;PRED|WP_003120011.1	False	True
PRED|WP_005407606.1	1	PRED	PRED	PRED|WP_005407606.1	False	True
PRED|WP_005407617.1	6	PRED	PRED	PRED|WP_005407617.1;PRED|WP_000498253.1;PRED|WP_000498253.1;PRED|WP_002901783.1;PRED|WP_000481166.1;PRED|WP_002210611.1	False	True
PRED|WP_005407710.1	1	PRED	PRED	PRED|WP_005407710.1	False	True
PRED|WP_005407794.1	2	PRED	PRED	PRED|WP_005407794.1;PRED|WP_003110653.1	False	True
PRED|WP_005407826.1	1	PRED	PRED	PRED|WP_005407826.1	False	True
PRED|WP_005407834.1	1	PRED	PRED	PRED|WP_005407834.1	False	True
PRED|WP_005407873.1	1	PRED	PRED	PRED|WP_005407873.1	False	True
PRED|WP_005407874.1	1	PRED	PRED	PRED|WP_005407874.1	False	True
PRED|WP_005408004.1	1	PRED	PRED	PRED|WP_005408004.1	False	True
PRED|WP_005408786.1	1	PRED	PRED	PRED|WP_005408786.1	False	True
PRED|WP_005408865.1	1	PRED	PRED	PRED|WP_005408865.1	False	True
PRED|WP_005409001.1	1	PRED	PRED	PRED|WP_005409001.1	False	True
PRED|WP_005409958.1	1	PRED	PRED	PRED|WP_005409958.1	False	True
PRED|WP_005409991.1	1	PRED	PRED	PRED|WP_005409991.1	False	True
PRED|WP_005410087.1	2	PRED	PRED	PRED|WP_005410087.1;PRED|WP_001256250.1	False	True
PRED|WP_005410115.1	1	PRED	PRED	PRED|WP_005410115.1	False	True
PRED|WP_005410142.1	1	PRED	PRED	PRED|WP_005410142.1	False	True
PRED|WP_005410210.1	1	PRED	PRED	PRED|WP_005410210.1	False	True
PRED|WP_005410274.1	1	PRED	PRED	PRED|WP_005410274.1	False	True
PRED|WP_005410420.1	1	PRED	PRED	PRED|WP_005410420.1	False	True
PRED|WP_005410424.1	9	PRED	PRED	PRED|WP_005410424.1;PRED|WP_003096961.1;PRED|WP_005407633.1;PRED|WP_000490276.1;PRED|WP_002887716.1;PRED|WP_000490275.1;PRED|WP_000490275.1;PRED|WP_002209211.1;PRED|WP_000490267.1	False	True
PRED|WP_005410439.1	1	PRED	PRED	PRED|WP_005410439.1	False	True
PRED|WP_005410498.1	1	PRED	PRED	PRED|WP_005410498.1	False	True
PRED|WP_005410570.1	1	PRED	PRED	PRED|WP_005410570.1	False	True
PRED|WP_005410582.1	2	PRED	PRED	PRED|WP_005410582.1;PRED|WP_005410581.1	False	True
PRED|WP_005410763.1	1	PRED	PRED	PRED|WP_005410763.1	False	True
PRED|WP_005411162.1	1	PRED	PRED	PRED|WP_005411162.1	False	True
PRED|WP_005411203.1	1	PRED	PRED	PRED|WP_005411203.1	False	True
PRED|WP_005411242.1	1	PRED	PRED	PRED|WP_005411242.1	False	True
PRED|WP_005411630.1	1	PRED	PRED	PRED|WP_005411630.1	False	True
PRED|WP_005411711.1	1	PRED	PRED	PRED|WP_005411711.1	False	True
PRED|WP_005643956.1	1	PRED	PRED	PRED|WP_005643956.1	False	True
PRED|WP_005643957.1	1	PRED	PRED	PRED|WP_005643957.1	False	True
PRED|WP_005775585.1	1	PRED	PRED	PRED|WP_005775585.1	False	True
PRED|WP_005776115.1	1	PRED	PRED	PRED|WP_005776115.1	False	True
PRED|WP_005777530.1	8	PRED	PRED	PRED|WP_005777530.1;PRED|YP_247586.1;PRED|NP_904218.1;PRED|YP_001109486.1;PRED|YP_635626.1;PRED|WP_003151167.1;PRED|WP_001048816.1;PRED|WP_000450922.1	False	True
PRED|WP_005780999.1	1	PRED	PRED	PRED|WP_005780999.1	False	True
PRED|WP_005783624.1	1	PRED	PRED	PRED|WP_005783624.1	False	True
PRED|WP_005783715.1	1	PRED	PRED	PRED|WP_005783715.1	False	True
PRED|WP_005784099.1	1	PRED	PRED	PRED|WP_005784099.1	False	True
PRED|WP_005784133.1	1	PRED	PRED	PRED|WP_005784133.1	False	True
PRED|WP_005784908.1	1	PRED	PRED	PRED|WP_005784908.1	False	True
PRED|WP_005786866.1	4	PRED	PRED	PRED|WP_005786866.1;PRED|WP_234161970.1;PRED|WP_149245192.1;PRED|WP_149245169.1	False	True
PRED|WP_005787937.1	2	PRED	PRED	PRED|WP_005787937.1;PRED|XP_017984339.1	False	True
PRED|WP_005788039.1	1	PRED	PRED	PRED|WP_005788039.1	False	True
PRED|WP_005788091.1	1	PRED	PRED	PRED|WP_005788091.1	False	True
PRED|WP_005789154.1	1	PRED	PRED	PRED|WP_005789154.1	False	True
PRED|WP_005789240.1	1	PRED	PRED	PRED|WP_005789240.1	False	True
PRED|WP_005790543.1	1	PRED	PRED	PRED|WP_005790543.1	False	True
PRED|WP_005790940.1	1	PRED	PRED	PRED|WP_005790940.1	False	True
PRED|WP_005790950.1	1	PRED	PRED	PRED|WP_005790950.1	False	True
PRED|WP_005790982.1	1	PRED	PRED	PRED|WP_005790982.1	False	True
PRED|WP_005792016.1	1	PRED	PRED	PRED|WP_005792016.1	False	True
