cluster_id	cluster_size	rep	sources	members	has_DATABASE	has_PRED
3869	2	PRED|XP_009066383.1	PRED	PRED|XP_009066383.1;PRED|XP_009055776.1	False	True
387	1	PRED|XP_001020091.1	PRED	PRED|XP_001020091.1	False	True
3870	2	PRED|XP_024640841.1	PRED	PRED|XP_024640841.1;PRED|XP_003615594.2	False	True
3871	1	PRED|WP_002217097.1	PRED	PRED|WP_002217097.1	False	True
3872	1	PRED|XP_032233466.1	PRED	PRED|XP_032233466.1	False	True
3873	1	PRED|XP_024399536.1	PRED	PRED|XP_024399536.1	False	True
3874	1	PRED|XP_073386456.1	PRED	PRED|XP_073386456.1	False	True
3875	1	PRED|XP_006368753.2	PRED	PRED|XP_006368753.2	False	True
3876	3	PRED|XP_006349765.2	PRED	PRED|XP_006349765.2;PRED|XP_006352767.1;PRED|XP_006352768.1	False	True
3877	1	PRED|XP_021313621.1	PRED	PRED|XP_021313621.1	False	True
3878	2	PRED|XP_030828671.1	PRED	PRED|XP_030828671.1;PRED|XP_003724994.1	False	True
3879	1	PRED|XP_030837769.1	PRED	PRED|XP_030837769.1	False	True
388	1	PRED|XP_006570455.2	PRED	PRED|XP_006570455.2	False	True
3880	1	PRED|XP_029694385.1	PRED	PRED|XP_029694385.1	False	True
3881	1	PRED|XP_001020340.2	PRED	PRED|XP_001020340.2	False	True
3882	2	PRED|XP_001022157.2	PRED	PRED|XP_001022157.2;PRED|XP_002287246.1	False	True
3883	1	PRED|XP_031750754.1	PRED	PRED|XP_031750754.1	False	True
3884	3	DATABASE|Training_Seq3267	DATABASE;PRED	DATABASE|Training_Seq3267;PRED|NP_001254798.1;PRED|NP_941997.1	True	True
3885	8	DATABASE|sp|A4H238|DB125_GORGO_Beta-defensin_125_OS=Gorilla_gorilla_gorilla_OX=9595_GN=DEFB125_PE=3_SV=1	DATABASE;PRED	DATABASE|sp|A4H238|DB125_GORGO_Beta-defensin_125_OS=Gorilla_gorilla_gorilla_OX=9595_GN=DEFB125_PE=3_SV=1;DATABASE|sp|A4H239|DB125_PONPY_Beta-defensin_125_OS=Pongo_pygmaeus_OX=9600_GN=DEFB125_PE=3_SV=1;DATABASE|sp|Q30KK3|DB125_PANTR_Beta-defensin_125_OS=Pan_troglodytes_OX=9598_GN=DEFB125_PE=2_SV=1;DATABASE|sp|Q8N687|DB125_HUMAN_Beta-defensin_125_OS=Homo_sapiens_OX=9606_GN=DEFB125_PE=2_SV=2;DATABASE|sp|A4H241|DB125_MACFA_Beta-defensin_125_OS=Macaca_fascicularis_OX=9541_GN=DEFB125_PE=3_SV=1;PRED|NP_697020.2;DATABASE|sp|A4H240|DB125_HYLLA_Beta-defensin_125_OS=Hylobates_lar_OX=9580_GN=DEFB125_PE=3_SV=1;PRED|NP_001032595.1	True	True
3886	1	PRED|XP_008106169.2	PRED	PRED|XP_008106169.2	False	True
3887	1	PRED|XP_062836916.1	PRED	PRED|XP_062836916.1	False	True
3888	2	PRED|XP_005095361.1	PRED	PRED|XP_005095361.1;PRED|XP_005095360.1	False	True
3889	1	PRED|XP_005105698.1	PRED	PRED|XP_005105698.1	False	True
389	1	PRED|XP_006570456.2	PRED	PRED|XP_006570456.2	False	True
3890	1	PRED|XP_005112932.1	PRED	PRED|XP_005112932.1	False	True
3891	2	PRED|XP_657624.1	PRED	PRED|XP_657624.1;PRED|XP_024550617.1	False	True
3892	1	PRED|XP_024315881.1	PRED	PRED|XP_024315881.1	False	True
3893	1	PRED|NP_001033458.1	PRED	PRED|NP_001033458.1	False	True
3894	1	PRED|NP_500557.1	PRED	PRED|NP_500557.1	False	True
3895	4	PRED|NP_505344.2	PRED	PRED|NP_505344.2;PRED|NP_001370492.1;PRED|NP_505346.1;PRED|NP_001021738.1	False	True
3896	1	PRED|XP_007900628.1	PRED	PRED|XP_007900628.1	False	True
3897	1	PRED|XP_042202526.1	PRED	PRED|XP_042202526.1	False	True
3898	1	PRED|XP_712247.1	PRED	PRED|XP_712247.1	False	True
3899	1	PRED|XP_042926855.1	PRED	PRED|XP_042926855.1	False	True
39	10	PRED|XP_030828886.1	PRED	PRED|XP_030828886.1;PRED|XP_030828889.1;PRED|XP_030828887.1;PRED|XP_030828888.1;PRED|XP_042187867.1;PRED|XP_042187868.1;PRED|XP_040031813.1;PRED|XP_040031814.1;PRED|XP_009046106.1;PRED|NP_492981.2	False	True
390	1	PRED|XP_047280267.1	PRED	PRED|XP_047280267.1	False	True
3900	1	PRED|XP_002123043.1	PRED	PRED|XP_002123043.1	False	True
3901	1	PRED|XP_018672288.1	PRED	PRED|XP_018672288.1	False	True
3902	1	PRED|XP_011415271.3	PRED	PRED|XP_011415271.3	False	True
3903	4	PRED|XP_034322903.2	PRED	PRED|XP_034322903.2;PRED|XP_034322904.2;PRED|XP_065944127.1;PRED|XP_065944128.1	False	True
3904	1	PRED|NP_731395.1	PRED	PRED|NP_731395.1	False	True
3905	1	PRED|XP_003556211.1	PRED	PRED|XP_003556211.1	False	True
3906	1	PRED|XP_024302849.1	PRED	PRED|XP_024302849.1	False	True
3907	1	PRED|XP_009048590.1	PRED	PRED|XP_009048590.1	False	True
3908	1	PRED|XP_009053418.1	PRED	PRED|XP_009053418.1	False	True
3909	2	PRED|XP_009056361.1	PRED	PRED|XP_009056361.1;PRED|XP_009044424.1	False	True
391	1	PRED|XP_001012726.1	PRED	PRED|XP_001012726.1	False	True
3910	2	PRED|XP_001634867.1	PRED	PRED|XP_001634867.1;PRED|XP_048590265.1	False	True
3911	1	PRED|XP_024537801.1	PRED	PRED|XP_024537801.1	False	True
3912	2	PRED|WP_000855059.1	PRED	PRED|WP_000855059.1;PRED|WP_005011597.1	False	True
3913	1	PRED|XP_006342470.1	PRED	PRED|XP_006342470.1	False	True
3914	1	PRED|XP_006356440.1	PRED	PRED|XP_006356440.1	False	True
3915	3	PRED|XP_015162156.1	PRED	PRED|XP_015162156.1;PRED|NP_001241098.1;PRED|XP_008348261.1	False	True
3916	1	PRED|XP_002439160.1	PRED	PRED|XP_002439160.1	False	True
3917	1	PRED|NP_001158930.1	PRED	PRED|NP_001158930.1	False	True
3918	1	PRED|XP_008648632.1	PRED	PRED|XP_008648632.1	False	True
3919	2	DATABASE|Training_Seq505	DATABASE	DATABASE|Training_Seq505;DATABASE|CAMPSQ13710_Octopromycin	True	False
392	1	PRED|XP_016770227.2	PRED	PRED|XP_016770227.2	False	True
3920	18	DATABASE|Training_Seq616	DATABASE;PRED	DATABASE|Training_Seq616;PRED|XP_011430778.2;PRED|XP_799142.1;PRED|XP_001640626.1;PRED|XP_008104852.1;PRED|NP_990236.1;PRED|NP_000272.1;PRED|NP_079549.1;PRED|NP_001007602.1;PRED|XP_006256476.1;PRED|XP_063135155.1;PRED|XP_046782700.1;PRED|XP_007899501.1;PRED|XP_046775862.1;PRED|NP_001276726.1;PRED|XP_046782701.1;PRED|XP_030103282.2;DATABASE|CAMPSQ8738_P61458	True	True
3921	1	DATABASE|Training_Seq1021	DATABASE	DATABASE|Training_Seq1021	True	False
3922	6	DATABASE|Training_Seq1747	DATABASE	DATABASE|Training_Seq1747;DATABASE|AP00734;DATABASE|AP00735;DATABASE|AP00627;DATABASE|AP00626;DATABASE|AP00309	True	False
3923	1	DATABASE|Training_Seq1771	DATABASE	DATABASE|Training_Seq1771	True	False
3924	13	DATABASE|sp|P28783|S10A9_BOVIN_Protein_S100-A9_OS=Bos_taurus_OX=9913_GN=S100A9_PE=1_SV=3	DATABASE;PRED	DATABASE|sp|P28783|S10A9_BOVIN_Protein_S100-A9_OS=Bos_taurus_OX=9913_GN=S100A9_PE=1_SV=3;DATABASE|sp|P50117|S10A9_RABIT_Protein_S100-A9_OS=Oryctolagus_cuniculus_OX=9986_GN=S100A9_PE=2_SV=3;DATABASE|CAMPSQ2162_Calprotectin;PRED|NP_002956.1;DATABASE|sp|P31725|S10A9_MOUSE_Protein_S100-A9_OS=Mus_musculus_OX=10090_GN=S100a9_PE=1_SV=3;DATABASE|sp|P50116|S10A9_RAT_Protein_S100-A9_OS=Rattus_norvegicus_OX=10116_GN=S100a9_PE=1_SV=3;PRED|NP_001268781.1;PRED|NP_033140.1;PRED|NP_446039.2;PRED|XP_003229667.1;DATABASE|Training_Seq3505;PRED|NP_005612.1;DATABASE|AP04827	True	True
3925	1	PRED|XP_062831516.1	PRED	PRED|XP_062831516.1	False	True
3926	4	PRED|XP_005105850.1	PRED	PRED|XP_005105850.1;PRED|XP_012942434.1;PRED|XP_005097576.1;PRED|XP_012935980.1	False	True
3927	1	PRED|XP_035828355.1	PRED	PRED|XP_035828355.1	False	True
3928	1	PRED|NP_001166773.1	PRED	PRED|NP_001166773.1	False	True
3929	23	PRED|XP_003568875.1	PRED	PRED|XP_003568875.1;PRED|XP_003564232.1;PRED|XP_010230326.1;PRED|NP_001415060.1;PRED|XP_002454410.1;PRED|XP_010228311.1;PRED|NP_001105358.1;PRED|XP_003568596.1;PRED|XP_003568603.1;PRED|XP_003570350.1;PRED|XP_010230038.1;PRED|NP_001415045.1;PRED|NP_001415046.1;PRED|NP_001415047.1;PRED|NP_001415048.1;PRED|NP_001415061.1;PRED|NP_001415064.1;PRED|XP_002458055.1;PRED|XP_002460249.1;PRED|NP_001407817.1;PRED|NP_001142082.1;PRED|XP_008670625.1;PRED|XP_002461154.1	False	True
393	1	PRED|XP_035827348.1	PRED	PRED|XP_035827348.1	False	True
3930	1	PRED|XP_010231218.1	PRED	PRED|XP_010231218.1	False	True
3931	7	PRED|NP_001256514.1	PRED	PRED|NP_001256514.1;PRED|NP_506227.2;PRED|NP_506226.2;PRED|NP_499202.1;PRED|NP_498658.1;PRED|NP_499054.1;PRED|NP_499285.1	False	True
3932	1	PRED|NP_504251.1	PRED	PRED|NP_504251.1	False	True
3933	2	PRED|XP_001693722.1	PRED	PRED|XP_001693722.1;PRED|XP_001702223.2	False	True
3934	1	PRED|XP_002131477.1	PRED	PRED|XP_002131477.1	False	True
3935	1	PRED|XP_001830874.1	PRED	PRED|XP_001830874.1	False	True
3936	7	PRED|XP_021331521.1	PRED	PRED|XP_021331521.1;PRED|NP_001108535.1;PRED|NP_001092111.1;PRED|XP_040046426.1;PRED|NP_543140.1;PRED|XP_003216816.1;PRED|XP_042200607.1	False	True
3937	1	PRED|XP_046448170.1	PRED	PRED|XP_046448170.1	False	True
3938	1	PRED|XP_046453333.1	PRED	PRED|XP_046453333.1	False	True
3939	1	PRED|XP_046453442.1	PRED	PRED|XP_046453442.1	False	True
394	1	PRED|XP_016770230.2	PRED	PRED|XP_016770230.2	False	True
3940	1	PRED|XP_640630.1	PRED	PRED|XP_640630.1	False	True
3941	2	PRED|NP_001262980.1	PRED	PRED|NP_001262980.1;PRED|NP_524507.1	False	True
3942	1	PRED|XP_006576103.1	PRED	PRED|XP_006576103.1	False	True
3943	1	PRED|WP_017283718.1	PRED	PRED|WP_017283718.1	False	True
3944	3	PRED|NP_001308414.1	PRED	PRED|NP_001308414.1;PRED|XP_038942949.1;PRED|NP_001347057.1	False	True
3945	1	PRED|XP_009049985.1	PRED	PRED|XP_009049985.1	False	True
3946	1	PRED|XP_009050568.1	PRED	PRED|XP_009050568.1	False	True
3947	1	PRED|XP_009057911.1	PRED	PRED|XP_009057911.1	False	True
3948	2	PRED|XP_009060779.1	PRED	PRED|XP_009060779.1;PRED|XP_009057026.1	False	True
3949	1	PRED|XP_013454539.1	PRED	PRED|XP_013454539.1	False	True
395	3	PRED|XP_032219592.2	PRED	PRED|XP_032219592.2;PRED|XP_032219593.2;PRED|XP_032219594.2	False	True
3950	14	PRED|XP_013460213.1	PRED	PRED|XP_013460213.1;PRED|XP_013459315.1;PRED|XP_003600750.2;PRED|XP_013448752.1;PRED|XP_013460670.2;PRED|XP_003600742.1;PRED|XP_013460212.1;PRED|XP_003619076.1;PRED|XP_013460619.1;PRED|XP_003531796.1;PRED|XP_013460612.1;PRED|XP_039687328.1;PRED|XP_013448045.1;PRED|XP_013460613.1	False	True
3951	1	PRED|XP_039683807.1	PRED	PRED|XP_039683807.1	False	True
3952	2	PRED|XP_015649410.1	PRED	PRED|XP_015649410.1;PRED|XP_015651101.1	False	True
3953	1	PRED|XP_066163751.1	PRED	PRED|XP_066163751.1	False	True
3954	4	PRED|XP_002308065.3	PRED	PRED|XP_002308065.3;PRED|XP_004146738.1;PRED|XP_007013651.2;PRED|XP_003542667.1	False	True
3955	1	PRED|XP_024437748.1	PRED	PRED|XP_024437748.1	False	True
3956	2	PRED|XP_006338482.1	PRED	PRED|XP_006338482.1;PRED|XP_025982426.1	False	True
3957	2	PRED|XP_002454505.1	PRED	PRED|XP_002454505.1;PRED|XP_014756199.1	False	True
3958	1	PRED|XP_030840893.1	PRED	PRED|XP_030840893.1	False	True
3959	1	PRED|XP_007034473.2	PRED	PRED|XP_007034473.2	False	True
396	1	PRED|XP_075909946.1	PRED	PRED|XP_075909946.1	False	True
3960	1	PRED|XP_002366181.1	PRED	PRED|XP_002366181.1	False	True
3961	1	PRED|XP_002932904.2	PRED	PRED|XP_002932904.2	False	True
3962	1	PRED|NP_001168608.1	PRED	PRED|NP_001168608.1	False	True
3963	1	PRED|NP_001183510.1	PRED	PRED|NP_001183510.1	False	True
3964	3	PRED|XP_008661793.1	PRED	PRED|XP_008661793.1;PRED|XP_035818905.1;PRED|NP_001353560.1	False	True
3965	1	DATABASE|AP02256	DATABASE	DATABASE|AP02256	True	False
3966	1	DATABASE|Training_Seq525	DATABASE	DATABASE|Training_Seq525	True	False
3967	2	PRED|XP_553610.4	PRED	PRED|XP_553610.4;PRED|XP_008195723.2	False	True
3968	2	PRED|XP_563214.3	PRED	PRED|XP_563214.3;PRED|XP_001688318.3	False	True
3969	3	PRED|NP_001321624.1	PRED	PRED|NP_001321624.1;PRED|NP_973849.1;PRED|NP_001330037.1	False	True
397	1	PRED|XP_075919996.1	PRED	PRED|XP_075919996.1	False	True
3970	1	PRED|NP_741125.1	PRED	PRED|NP_741125.1	False	True
3971	1	PRED|XP_001692948.1	PRED	PRED|XP_001692948.1	False	True
3972	1	PRED|XP_001693071.1	PRED	PRED|XP_001693071.1	False	True
3973	1	PRED|XP_002120410.1	PRED	PRED|XP_002120410.1	False	True
3974	1	PRED|XP_002910393.1	PRED	PRED|XP_002910393.1	False	True
3975	1	PRED|XP_011426646.1	PRED	PRED|XP_011426646.1	False	True
3976	1	PRED|XP_065935252.1	PRED	PRED|XP_065935252.1	False	True
3977	1	PRED|XP_046454296.1	PRED	PRED|XP_046454296.1	False	True
3978	1	PRED|XP_046463068.1	PRED	PRED|XP_046463068.1	False	True
3979	1	PRED|NP_647842.1	PRED	PRED|NP_647842.1	False	True
398	2	PRED|XP_030829029.1	PRED	PRED|XP_030829029.1;PRED|XP_065941291.1	False	True
3980	1	PRED|XP_003553069.1	PRED	PRED|XP_003553069.1	False	True
3981	1	PRED|NP_002181.1	PRED	PRED|NP_002181.1	False	True
3982	2	PRED|XP_009043774.1	PRED	PRED|XP_009043774.1;PRED|XP_009063201.1	False	True
3983	3	PRED|XP_009049651.1	PRED	PRED|XP_009049651.1;PRED|XP_009046778.1;PRED|XP_009065328.1	False	True
3984	2	PRED|XP_009055590.1	PRED	PRED|XP_009055590.1;PRED|XP_009044658.1	False	True
3985	1	PRED|XP_009058040.1	PRED	PRED|XP_009058040.1	False	True
3986	1	PRED|XP_009058702.1	PRED	PRED|XP_009058702.1	False	True
3987	1	PRED|XP_009065713.1	PRED	PRED|XP_009065713.1	False	True
3988	1	PRED|XP_009067348.1	PRED	PRED|XP_009067348.1	False	True
3989	1	PRED|XP_003608189.2	PRED	PRED|XP_003608189.2	False	True
399	1	PRED|XP_026692566.1	PRED	PRED|XP_026692566.1	False	True
3990	2	PRED|XP_032234267.1	PRED	PRED|XP_032234267.1;PRED|XP_032234268.1	False	True
3991	1	PRED|XP_052831588.1	PRED	PRED|XP_052831588.1	False	True
3992	2	PRED|XP_002966176.1	PRED	PRED|XP_002966176.1;PRED|XP_002982250.2	False	True
3993	2	PRED|XP_024518831.1	PRED	PRED|XP_024518831.1;PRED|XP_024541604.1	False	True
3994	1	PRED|XP_024526198.1	PRED	PRED|XP_024526198.1	False	True
3995	1	PRED|XP_015159966.1	PRED	PRED|XP_015159966.1	False	True
3996	1	PRED|XP_015167877.1	PRED	PRED|XP_015167877.1	False	True
3997	2	PRED|XP_002464969.1	PRED	PRED|XP_002464969.1;PRED|XP_002454521.1	False	True
3998	3	PRED|XP_021319587.1	PRED	PRED|XP_021319587.1;PRED|NP_001142559.1;PRED|NP_001144314.1	False	True
3999	2	PRED|XP_011670983.1	PRED	PRED|XP_011670983.1;PRED|XP_011672092.1	False	True
4	3	PRED|XP_048583507.1	PRED	PRED|XP_048583507.1;PRED|XP_048583508.1;PRED|XP_048583509.1	False	True
40	2	DATABASE|sp|Q8SCY1|EXLYS_BPDPK_Peptidoglycan_hydrolase_gp181_OS=Pseudomonas_phage_phiKZ_OX=2905945_PE=1_SV=1	DATABASE	DATABASE|sp|Q8SCY1|EXLYS_BPDPK_Peptidoglycan_hydrolase_gp181_OS=Pseudomonas_phage_phiKZ_OX=2905945_PE=1_SV=1;DATABASE|sp|Q8SD18|ENLYS_BPDPK_Endolysin_gp144_OS=Pseudomonas_phage_phiKZ_OX=2905945_GN=PHIKZ144_PE=1_SV=1	True	False
400	5	PRED|XP_032236445.2	PRED	PRED|XP_032236445.2;PRED|XP_001631695.3;PRED|XP_032236446.2;PRED|XP_048581775.1;PRED|XP_048581776.1	False	True
4000	1	PRED|XP_029694227.1	PRED	PRED|XP_029694227.1	False	True
4001	1	PRED|XP_001029465.1	PRED	PRED|XP_001029465.1	False	True
4002	1	PRED|XP_012655928.1	PRED	PRED|XP_012655928.1	False	True
4003	1	PRED|XP_012656444.1	PRED	PRED|XP_012656444.1	False	True
4004	1	PRED|XP_017970529.1	PRED	PRED|XP_017970529.1	False	True
4005	1	PRED|XP_010646777.1	PRED	PRED|XP_010646777.1	False	True
4006	1	PRED|WP_002209692.1	PRED	PRED|WP_002209692.1	False	True
4007	2	PRED|XP_035822129.1	PRED	PRED|XP_035822129.1;PRED|XP_035822096.1	False	True
4008	1	DATABASE|Training_Seq777	DATABASE	DATABASE|Training_Seq777	True	False
4009	1	PRED|XP_026300979.1	PRED	PRED|XP_026300979.1	False	True
401	1	PRED|XP_075922966.1	PRED	PRED|XP_075922966.1	False	True
4010	5	PRED|XP_012937897.1	PRED	PRED|XP_012937897.1;PRED|XP_012937898.1;PRED|XP_035825612.1;PRED|XP_035825613.1;PRED|XP_009057917.1	False	True
4011	1	PRED|NP_849937.1	PRED	PRED|NP_849937.1	False	True
4012	2	PRED|WP_004398695.1	PRED	PRED|WP_004398695.1;PRED|WP_000880863.1	False	True
4013	1	PRED|XP_004927821.1	PRED	PRED|XP_004927821.1	False	True
4014	9	PRED|XP_021204413.1	PRED	PRED|XP_021204413.1;PRED|XP_004924412.2;PRED|XP_004927297.1;PRED|XP_004927298.1;PRED|XP_012546785.1;PRED|XP_021204414.1;PRED|XP_062528013.1;PRED|XP_012544311.1;PRED|XP_037876222.1	False	True
4015	1	PRED|XP_037872630.1	PRED	PRED|XP_037872630.1	False	True
4016	1	PRED|NP_001254075.1	PRED	PRED|NP_001254075.1	False	True
4017	1	PRED|NP_001254248.1	PRED	PRED|NP_001254248.1	False	True
4018	1	PRED|NP_001257166.1	PRED	PRED|NP_001257166.1	False	True
4019	1	PRED|NP_001379800.1	PRED	PRED|NP_001379800.1	False	True
402	1	PRED|XP_047280269.1	PRED	PRED|XP_047280269.1	False	True
4020	1	PRED|XP_001690031.2	PRED	PRED|XP_001690031.2	False	True
4021	1	PRED|XP_009859732.2	PRED	PRED|XP_009859732.2	False	True
4022	3	PRED|XP_011412787.3	PRED	PRED|XP_011412787.3;PRED|XP_011412788.3;PRED|XP_019918561.3	False	True
4023	5	PRED|XP_011425680.2	PRED	PRED|XP_011425680.2;PRED|XP_011419702.3;PRED|XP_011419704.3;PRED|XP_034327517.2;PRED|XP_034327603.2	False	True
4024	1	PRED|XP_019925640.3	PRED	PRED|XP_019925640.3	False	True
4025	3	PRED|NP_609556.2	PRED	PRED|NP_609556.2;PRED|XP_001122840.1;PRED|XP_314739.5	False	True
4026	4	PRED|WP_001082755.1	DATABASE;PRED	PRED|WP_001082755.1;DATABASE|sp|P75719|RZPD_ECOLI_Prophage_Rz_endopeptidase_RzpD_OS=Escherichia_coli_(strain_K12)_OX=83333_GN=rzpD_PE=3_SV=1;PRED|WP_001373308.1;DATABASE|sp|P77551|RZPR_ECOLI_Putative_endopeptidase_RzpR_OS=Escherichia_coli_(strain_K12)_OX=83333_GN=rzpR_PE=5_SV=3	True	True
4027	2	PRED|XP_040524101.1	PRED	PRED|XP_040524101.1;PRED|XP_040524102.1	False	True
4028	2	PRED|XP_040050318.1	PRED	PRED|XP_040050318.1;PRED|XP_016856001.2	False	True
4029	1	PRED|XP_003551554.1	PRED	PRED|XP_003551554.1	False	True
403	1	PRED|XP_047280270.1	PRED	PRED|XP_047280270.1	False	True
4030	1	PRED|XP_009057046.1	PRED	PRED|XP_009057046.1	False	True
4031	1	PRED|XP_009060843.1	PRED	PRED|XP_009060843.1	False	True
4032	1	PRED|XP_009065358.1	PRED	PRED|XP_009065358.1	False	True
4033	1	PRED|XP_008379287.2	PRED	PRED|XP_008379287.2	False	True
4034	2	PRED|XP_024627779.1	PRED	PRED|XP_024627779.1;PRED|XP_024627780.1	False	True
4035	1	PRED|XP_030104722.1	PRED	PRED|XP_030104722.1	False	True
4036	1	PRED|WP_009885634.1	PRED	PRED|WP_009885634.1	False	True
4037	3	PRED|WP_162992192.1	PRED	PRED|WP_162992192.1;PRED|WP_442496531.1;PRED|WP_002853093.1	False	True
4038	1	PRED|XP_015633860.1	PRED	PRED|XP_015633860.1	False	True
4039	2	PRED|XP_066165452.1	PRED	PRED|XP_066165452.1;PRED|XP_003580183.1	False	True
404	1	PRED|XP_075919987.1	PRED	PRED|XP_075919987.1	False	True
4040	1	PRED|XP_032819834.1	PRED	PRED|XP_032819834.1	False	True
4041	1	PRED|XP_024396095.1	PRED	PRED|XP_024396095.1	False	True
4042	1	PRED|XP_073391154.1	PRED	PRED|XP_073391154.1	False	True
4043	1	PRED|XP_024437755.1	PRED	PRED|XP_024437755.1	False	True
4044	3	PRED|XP_024462546.1	PRED	PRED|XP_024462546.1;PRED|XP_024462547.1;PRED|XP_024462548.1	False	True
4045	1	PRED|XP_052309600.1	PRED	PRED|XP_052309600.1	False	True
4046	25	PRED|XP_063139959.1	PRED	PRED|XP_063139959.1;PRED|XP_040021917.1;PRED|XP_002128905.1;PRED|XP_002128954.1;PRED|NP_957044.1;PRED|XP_029695051.1;PRED|XP_029695351.1;PRED|XP_062818781.1;PRED|NP_001013.1;PRED|NP_001308412.1;PRED|NP_001308413.1;PRED|NP_001347044.2;PRED|NP_001347047.1;PRED|NP_001347048.1;PRED|NP_075622.1;PRED|NP_001032423.1;PRED|XP_002728718.5;PRED|XP_006228473.1;PRED|XP_038952302.1;PRED|XP_063126144.1;PRED|XP_063139963.1;PRED|XP_002939172.2;PRED|NP_001347054.1;PRED|XP_038938743.1;PRED|XP_038946015.1	False	True
4047	1	PRED|XP_006347095.1	PRED	PRED|XP_006347095.1	False	True
4048	1	PRED|XP_006358778.1	PRED	PRED|XP_006358778.1	False	True
4049	1	PRED|XP_015160433.1	PRED	PRED|XP_015160433.1	False	True
405	1	PRED|XP_059590495.1	PRED	PRED|XP_059590495.1	False	True
4050	1	PRED|XP_021309051.1	PRED	PRED|XP_021309051.1	False	True
4051	1	PRED|XP_029701877.1	PRED	PRED|XP_029701877.1	False	True
4052	1	PRED|XP_828175.1	PRED	PRED|XP_828175.1	False	True
4053	4	PRED|XP_059595662.1	PRED	PRED|XP_059595662.1;PRED|XP_059595663.1;PRED|XP_059595664.1;PRED|XP_059595665.1	False	True
4054	1	PRED|XP_002943269.2	PRED	PRED|XP_002943269.2	False	True
4055	6	PRED|XP_031762537.1	DATABASE;PRED	PRED|XP_031762537.1;PRED|XP_004916465.1;PRED|XP_031761953.1;DATABASE|AP01157;DATABASE|CAMPSQ3081_Ixodidin;DATABASE|DBAASPR_1821_Ixodidin_Chymotrypsin-elastase_inhibitor_ixodidin	True	True
4056	3	PRED|NP_176413.1	PRED	PRED|NP_176413.1;PRED|NP_564791.1;PRED|NP_683458.1	False	True
4057	1	PRED|NP_564949.1	PRED	PRED|NP_564949.1	False	True
4058	1	PRED|NP_001166780.1	PRED	PRED|NP_001166780.1	False	True
4059	1	PRED|XP_037874658.1	PRED	PRED|XP_037874658.1	False	True
406	1	PRED|XP_011412203.3	PRED	PRED|XP_011412203.3	False	True
4060	1	PRED|NP_001033536.2	PRED	PRED|NP_001033536.2	False	True
4061	1	PRED|NP_494509.2	PRED	PRED|NP_494509.2	False	True
4062	22	PRED|XP_001690668.1	PRED	PRED|XP_001690668.1;PRED|XP_001691007.1;PRED|XP_001691162.1;PRED|XP_001691541.1;PRED|XP_001691693.1;PRED|XP_001696186.1;PRED|XP_001696192.1;PRED|XP_001696245.1;PRED|XP_001696283.1;PRED|XP_001696523.1;PRED|XP_001696549.1;PRED|XP_001696556.1;PRED|XP_001700403.1;PRED|XP_001700461.1;PRED|XP_001701414.1;PRED|XP_001702226.1;PRED|XP_001703061.2;PRED|XP_042914527.1;PRED|XP_042914553.1;PRED|XP_042914596.1;PRED|XP_042918217.1;PRED|XP_042923734.1	False	True
4063	1	PRED|WP_016829854.1	PRED	PRED|WP_016829854.1	False	True
4064	1	PRED|XP_004146660.2	PRED	PRED|XP_004146660.2	False	True
4065	1	PRED|XP_638189.1	PRED	PRED|XP_638189.1	False	True
4066	3	PRED|XP_642441.1	PRED	PRED|XP_642441.1;PRED|XP_642445.1;PRED|XP_642446.1	False	True
4067	1	PRED|XP_646074.1	PRED	PRED|XP_646074.1	False	True
4068	1	PRED|NP_001287377.1	PRED	PRED|NP_001287377.1	False	True
4069	1	PRED|NP_648422.1	PRED	PRED|NP_648422.1	False	True
407	2	PRED|XP_009065025.1	PRED	PRED|XP_009065025.1;PRED|XP_009061102.1	False	True
4070	1	PRED|NP_648676.2	PRED	PRED|NP_648676.2	False	True
4071	1	PRED|NP_650637.1	PRED	PRED|NP_650637.1	False	True
4072	1	PRED|XP_006588105.1	PRED	PRED|XP_006588105.1	False	True
4073	1	PRED|XP_040865501.1	PRED	PRED|XP_040865501.1	False	True
4074	1	PRED|XP_064425208.1	PRED	PRED|XP_064425208.1	False	True
4075	1	PRED|XP_001686681.1	PRED	PRED|XP_001686681.1	False	True
4076	2	PRED|XP_009044628.1	PRED	PRED|XP_009044628.1;PRED|XP_011422476.1	False	True
4077	1	PRED|XP_009048036.1	PRED	PRED|XP_009048036.1	False	True
4078	1	PRED|XP_009062633.1	PRED	PRED|XP_009062633.1	False	True
4079	2	PRED|XP_008382795.1	PRED	PRED|XP_008382795.1;PRED|XP_008346245.1	False	True
408	9	DATABASE|Training_Seq606	DATABASE;PRED	DATABASE|Training_Seq606;PRED|NP_000497.1;PRED|NP_034298.1;PRED|NP_075213.2;PRED|XP_011237590.1;PRED|XP_030103259.1;DATABASE|Training_Seq2438;DATABASE|AP01575;DATABASE|AP01132	True	True
4080	1	PRED|XP_008383802.1	PRED	PRED|XP_008383802.1	False	True
